x,y,category
14.263268,7.4900575,0
4.4251876,9.111268,5
5.637995,4.725548,3
3.642142,-1.5578624,2
4.856575,7.8790355,5
1.0328301,6.2635403,8
4.201463,4.685363,3
15.543978,7.124511,0
0.29088777,12.509685,9
-2.8400638,0.5477956,1
4.5883355,6.521825,5
-4.2632346,10.043427,7
5.2258353,6.8245606,5
10.739944,4.056429,6
-2.682209,-2.1379952,1
2.849636,0.024147127,2
1.4854971,12.377621,9
-2.782736,-0.48709914,1
10.772572,4.1530595,6
-4.254661,9.666063,7
-4.281636,10.084917,7
-4.4281178,9.516297,7
10.360401,2.5402377,6
11.103416,4.149973,6
2.1303747,-1.48803,2
-3.0215147,1.1512687,1
-4.4759374,10.875964,7
0.008801331,15.064378,4
11.468253,5.8068743,6
-0.9802682,10.739107,9
0.62450266,12.651771,9
10.573218,3.697931,6
2.2593515,-1.4715811,2
-4.3069024,9.747834,7
0.37994537,14.248829,4
-1.2343079,14.147764,4
1.645026,-1.692121,2
-1.02985,14.195722,4
4.921338,5.670647,3
-3.976556,9.46298,7
4.674017,6.636808,5
3.4370275,-0.86170316,2
-2.6820185,-3.0997925,1
0.8986028,6.174726,8
-1.8160734,13.917552,4
2.6135309,0.12249565,2
5.5617013,3.6353428,3
15.509948,6.6346035,0
-4.1384416,10.432904,7
-3.1635957,-0.8080082,1
14.875259,6.923236,0
3.981997,-1.4429564,2
4.1725826,4.72297,3
5.5389132,4.3768826,3
4.546624,4.550003,3
-0.80900455,14.594147,4
9.949814,5.2598906,6
5.24892,7.190577,5
15.659993,8.10682,0
10.719157,3.4672368,6
0.30355704,12.578118,9
-4.551855,9.527576,7
-0.886565,15.138432,4
1.8101426,6.0582128,8
16.428919,6.9584556,0
-0.036366444,10.905425,9
-3.7517762,-0.6555246,1
16.179037,7.372473,0
11.369165,6.777466,6
-2.9323678,1.3827873,1
-3.0336745,-3.432167,1
4.264673,-1.5828688,2
14.705924,8.318099,0
5.2534375,4.579489,3
1.4578384,14.81653,4
-1.0050035,12.93682,4
15.147729,7.3942437,0
4.5591273,8.609086,5
2.6794927,-0.5889148,2
10.532402,3.7774544,6
10.251055,5.3622947,6
-4.9030046,9.6709795,7
-3.6152208,-0.9117108,8
2.3235776,5.8970246,8
4.0372605,5.3108993,3
-0.021102697,10.68968,9
-2.476983,-3.759049,1
15.605088,7.7447457,0
-2.9356863,-2.3424063,1
-3.448537,0.6134149,1
14.578093,6.0231957,0
4.2745314,-1.7063247,2
2.063465,-1.1755561,2
5.0658183,4.4668255,3
5.774298,7.7527757,5
-0.6434563,15.152099,4
14.953471,8.477212,0
4.326238,8.760063,5
-0.50824946,12.083055,9
10.457996,3.1157115,6
-3.573692,-1.6445925,1
-4.0183606,9.368688,7
-2.0745237,-2.814721,1
0.5661041,5.8188562,8
14.701286,7.7795305,0
-0.47286645,10.382904,9
-1.0304239,10.703139,9
11.183272,3.7983618,6
15.429786,8.470311,0
5.224158,7.4597116,5
5.2236996,8.938434,5
-0.6461412,10.241096,9
-4.7605977,10.947064,7
4.989691,4.8496084,3
5.6011505,5.6216207,3
-1.6918663,13.546879,4
-3.8408089,9.769684,7
5.4308333,3.5503247,3
-4.494406,9.751722,7
1.1356496,6.2411256,8
0.025027258,13.931243,4
5.14554,6.813397,5
0.90642315,5.8556414,8
-3.199037,0.2543903,1
5.111714,6.651314,5
6.0058975,7.08291,5
4.287269,4.717191,3
4.4750714,-1.9399191,2
-1.8766772,-4.42667,1
4.527489,4.951015,3
2.4522645,-0.73155075,2
16.439926,6.9498134,0
-4.152021,10.366585,7
-2.6439764,0.41878244,1
-1.5433418,10.165071,9
4.604157,-1.7993526,2
5.0269804,6.308039,5
-2.6681032,0.3843752,1
0.6331116,11.541179,9
5.41603,3.7374964,3
-3.1228583,-1.3484286,1
4.359038,-2.0724542,2
11.402343,5.34453,6
10.712329,3.4264998,6
-3.1780417,-3.0033312,1
5.228417,7.6026406,5
1.0228249,5.229407,8
5.6508274,4.230794,3
5.878181,5.274657,3
15.75943,6.4709845,0
0.43951297,5.500841,8
-4.30793,9.400454,7
-0.010127215,12.608119,9
4.1080265,-1.8736149,2
4.3883896,4.8352456,3
-3.300078,9.442237,7
5.4676723,8.329392,5
-1.5518824,14.952279,4
5.567651,8.906072,5
10.9394865,3.325677,6
1.661555,-1.0306363,2
-0.69573903,13.180356,4
4.1467457,5.5269227,9
15.705875,6.878414,0
9.817555,4.1525955,6
5.133741,7.684118,5
10.23307,5.372231,6
0.15259454,10.94598,9
2.1992793,6.130908,8
-0.34520096,10.759483,9
2.8680646,6.201375,8
1.9774598,5.681286,8
-3.356991,0.04798499,1
-0.25970262,10.833208,9
3.8939998,4.018946,3
5.284566,7.3851924,5
10.8248005,5.074055,6
5.8668246,4.7064624,3
5.191328,4.3822627,3
-2.6665597,0.17946176,1
15.1455765,5.809458,0
-3.5060763,9.505543,7
-3.0060892,-1.6345942,1
-1.1696678,14.337287,4
-2.002998,13.775653,4
-4.886484,9.162168,7
-0.3166404,13.651189,4
10.700458,3.0958824,6
4.001049,-1.7336427,2
5.2571087,7.0763474,5
3.7879736,4.019151,3
-1.5326656,15.147607,4
-3.1402655,0.29541323,1
16.437891,6.667095,0
5.8192525,4.198903,3
16.359787,7.2114577,0
4.489522,-1.7386354,2
10.72236,3.2988892,6
-3.596565,9.164056,7
10.64971,3.0858347,6
1.6414143,-1.5431796,2
3.9884818,-1.0548265,2
-0.8222106,12.1127615,9
16.467325,7.13569,0
1.6880703,13.108787,9
10.675319,2.988756,6
1.9907403,5.3651867,8
4.6364527,3.4981675,3
9.50707,3.6379833,6
-3.1665094,9.244812,7
1.662725,5.6175294,8
-4.300433,8.8444805,7
14.936479,8.154509,0
-0.95924854,13.082983,4
1.8667291,5.7453423,8
-0.5208462,12.946649,4
5.6112347,7.6682243,5
4.4733086,3.9714987,3
0.20829405,14.94218,4
-0.27083093,11.038373,9
-4.729645,9.328072,7
4.52814,-1.7523075,2
3.835656,9.268147,5
1.9256738,5.4528437,8
-3.0935426,-1.1667978,1
-0.34569332,11.142948,9
1.858636,-0.9031001,2
11.244792,4.4220204,6
-1.1252338,14.138823,4
15.760445,7.276482,0
5.5365133,8.370804,5
-0.40332964,10.63669,9
-1.8819058,-1.6537989,1
4.310129,8.503753,5
-3.197616,8.381181,7
4.570132,4.5749197,3
9.8439045,5.2723713,6
4.414063,3.7894692,8
2.785634,-0.6924485,2
1.7327678,6.5078444,8
-0.18363759,11.305845,9
-3.222109,9.100609,7
3.8791113,4.69074,3
-3.624087,1.6253741,1
4.926747,5.1141706,3
-1.0655638,12.244106,4
-5.2204275,11.906904,7
15.626262,7.3382087,0
1.7066748,13.190364,9
-1.2680575,14.050338,4
1.9368556,-1.5887126,2
5.774122,4.1072836,3
2.838082,-1.0004214,2
-0.15125935,10.925026,9
14.871727,6.762613,0
15.721866,6.549476,0
10.243363,4.9238715,6
-3.4534752,8.699291,7
10.858412,4.8064756,6
4.389209,-1.8862355,2
5.782138,8.052263,5
-2.7562912,0.7205408,1
5.0846257,8.951695,5
0.16110846,10.938497,9
9.877485,5.2237916,6
-3.3401577,1.2916213,1
15.531545,5.7665753,0
4.964349,8.097152,5
-5.0543375,11.5369215,7
-3.1665401,1.4271659,1
4.5218863,9.4655695,5
-4.0369315,9.336061,7
-4.617477,10.774902,7
-1.1049439,13.06629,4
10.600211,4.9418845,6
1.9311819,6.3162317,8
10.826553,4.892412,6
10.422924,2.6417263,6
2.287966,-1.2685504,2
-3.8021238,1.1347803,1
-2.0722742,-4.174888,1
10.6117,3.0554936,6
-0.62467307,14.242359,4
1.5780327,6.0115724,8
-0.23938155,14.484004,4
1.2176415,5.7059813,8
-3.6190464,-0.9343965,1
16.20508,6.4485803,0
14.257618,6.12531,0
-3.4451327,1.1615297,1
5.470299,6.5829263,5
3.610307,-1.4509015,2
-3.482913,0.81142634,1
5.6780963,4.1651597,3
4.4126697,-2.0098538,2
-1.9698584,14.762883,4
2.4087813,6.225457,8
-4.428159,8.482495,7
3.0707178,-0.81773037,2
0.74667287,5.759024,8
1.5631523,12.971618,9
-1.3636311,10.792962,9
5.545177,7.123804,5
16.727581,6.5753202,0
-3.8794048,-0.21779616,1
-4.0393186,1.9490509,1
3.435564,-1.2533339,2
3.8334138,-1.5837599,2
0.8189563,5.4555297,8
5.7046466,3.75521,3
5.7029405,7.1378813,5
-2.1735718,14.864402,4
0.4939559,12.530294,9
3.6851907,9.056382,5
-5.340964,9.967907,7
11.348613,4.4524927,6
2.1456075,6.248714,8
-4.611069,8.453761,7
-0.07744998,14.435528,4
0.02427476,5.6896467,8
2.2394702,5.8583465,8
-1.9016742,10.40457,9
5.7341247,7.679231,5
16.12027,6.712841,0
10.750404,5.668952,6
-3.4663696,0.87508756,1
-1.9363817,-4.141421,1
3.0099506,-1.9183344,2
14.784903,7.963168,0
5.537457,3.717875,3
4.450725,4.020749,3
-1.9315522,15.113557,4
4.0408583,4.1015267,3
-4.5183635,8.702596,7
5.643117,7.473717,5
0.57568187,5.2543187,8
-0.9942819,14.624576,4
-1.1349608,10.818794,9
0.2740321,12.4251375,9
-3.0820627,1.6681881,1
1.4004074,-1.3882992,2
10.472082,3.2234833,6
0.9714485,14.227314,4
1.1091065,5.909288,8
3.4235146,-0.93179566,2
-1.5857453,10.621788,9
5.463067,7.167443,5
-0.23036931,10.924306,9
-3.4622822,-1.6224289,1
15.802228,6.939427,0
0.76904607,15.022349,4
-3.6668117,1.9302737,1
2.0450075,6.050063,8
3.560605,-1.97183,2
10.924369,5.144418,6
-2.12974,13.593564,4
3.438991,6.3217936,8
-1.9276949,14.759129,4
0.22298476,13.688004,4
6.0263524,3.8489876,3
0.2416963,13.644626,4
-4.2962747,8.524646,7
-3.583659,-1.2694936,1
-2.0623167,15.018718,4
-4.2888727,10.954183,7
-2.4815054,14.243948,4
-0.39032215,13.104291,4
-1.3533248,15.286724,4
4.9197407,6.167815,3
16.62533,6.507155,0
-0.67808664,10.734584,9
5.849148,3.803361,3
-3.238865,9.526461,7
0.93736863,6.1620903,8
10.190623,5.611515,6
-4.68395,8.64315,7
5.359287,8.266644,5
3.7384152,9.6359825,5
10.362252,2.5047605,6
1.1324942,6.307758,8
5.191145,6.8386903,5
3.661241,-2.0992653,2
-0.7640438,11.002251,9
-2.7181451,-0.3535461,1
0.044662364,11.886013,9
3.7021544,9.24583,5
-1.9105669,-1.6973662,1
2.3886507,6.180414,8
15.088847,8.092829,0
4.13141,8.566995,5
5.6136813,5.1591516,3
-3.2176425,0.84649986,1
4.2038007,5.480126,3
-4.0814857,2.239514,1
-0.1594506,14.991807,4
11.121073,4.2532487,6
10.711623,3.6622787,6
4.0082064,-1.8263001,2
4.570777,5.999548,3
-3.5964816,1.9809043,1
4.481941,5.674357,3
5.950925,4.1026907,3
3.8701086,4.2164006,3
-1.8459345,14.322153,4
4.009725,-1.65387,2
-1.200468,9.890638,9
-4.4452147,10.047481,7
-2.4649272,14.246073,4
-2.516581,-3.794165,1
-0.5263666,10.7968,9
-2.7574322,-2.6498191,1
4.0102797,-2.2538707,2
2.6464715,-0.21086945,2
15.634649,6.3294945,0
1.000377,14.079444,4
16.366278,6.9178233,0
-2.9197612,0.20045862,1
-1.8306005,15.314798,4
1.676252,5.6927347,8
-2.0725784,14.683903,4
5.6029844,4.8800225,3
11.235829,3.9406846,6
9.961102,5.090888,6
4.2161775,-2.1583736,2
14.177618,6.630045,0
3.8153887,9.131498,5
-4.5303183,9.532902,7
3.6557288,9.204417,5
0.5028481,14.104639,4
16.543798,6.9409175,0
0.5000065,12.654036,9
3.3161786,0.03784412,2
-5.048794,11.482362,7
10.935285,3.6964755,6
2.288628,6.5654325,8
0.4125995,5.6656184,8
-3.6667862,-1.3103768,1
-3.626548,1.2849349,1
1.9490128,-1.3040571,2
-4.3029995,8.872004,7
-3.0017593,9.454386,7
-1.0239475,10.839857,9
-3.2343206,10.183998,7
-3.7676387,0.9877464,1
1.7542531,5.259481,8
-1.043633,10.43898,9
1.6728364,13.105311,9
3.5669754,-2.127686,2
0.051573493,14.657259,4
11.192868,4.2122154,6
3.0063653,6.516844,8
-4.7603765,8.794394,7
4.6417,4.1252737,3
11.209774,3.5371137,6
4.85488,4.9990993,3
11.347491,3.9945605,6
14.416422,8.223581,0
1.5243508,6.445467,8
4.3727927,5.00131,3
-3.977168,8.862197,7
11.208668,6.6966667,4
-1.787718,14.453789,4
1.3430024,6.9869223,8
3.5249543,-2.011803,2
5.3058233,8.624886,5
-3.8880436,1.6808314,1
5.8504486,6.8887496,5
5.179139,3.8230515,3
-3.7110643,11.156138,7
4.58983,3.4263947,3
-2.1435888,9.916283,9
16.444256,6.523782,0
10.44198,5.2332287,6
3.8252537,9.189321,5
14.797575,6.0377564,0
4.155508,9.183767,5
-0.20516673,11.631868,9
0.5186243,5.96109,8
9.908944,3.0137467,6
16.652523,6.390432,0
2.5350928,0.5024908,3
5.830588,3.6642761,3
-0.58741593,13.5624485,4
-4.8261533,8.674678,7
5.6230803,5.087274,3
-1.0224804,9.902268,9
3.7668831,4.128369,3
-4.7062297,8.761221,7
5.5671477,6.7307158,5
4.7500544,3.94102,3
3.0032842,-1.2582805,2
11.446283,4.023583,6
1.4039884,14.833751,4
-3.9544494,8.158406,7
4.622976,8.791555,5
0.7487588,5.2385263,8
0.35547748,12.663439,9
16.19034,6.2126355,0
9.916526,2.6575537,6
4.474086,3.8492663,3
3.2950308,-1.6834943,2
3.7484658,9.140062,5
0.15511984,13.702561,4
2.0412111,-1.2308913,3
-0.020526273,12.685674,9
14.922906,7.435,0
3.6893883,9.793386,5
-2.3577003,-1.171715,1
-1.0201873,11.142074,9
3.4995933,-1.16736,2
10.141122,4.8690276,6
4.275852,5.0615807,3
-3.802664,10.566179,7
-1.700548,14.072581,4
10.685518,3.434285,6
4.0923343,8.674326,5
11.122671,4.495125,6
10.653074,3.5782156,6
0.8219207,12.863738,9
-3.7130866,9.051369,7
4.5930257,4.4480476,3
0.39539868,5.737487,8
4.9848027,6.742325,5
-1.4420632,11.761649,9
5.584009,4.471789,8
14.5209875,6.121849,0
4.642133,-1.5743277,2
-3.1994178,0.0905282,1
4.9599047,7.6175985,5
3.9579914,-1.7902635,2
14.948488,8.31003,0
5.2005644,3.9184997,3
1.8520831,12.992256,9
-1.2173021,14.546432,4
0.37583545,12.233639,9
3.7912817,9.036145,5
0.55183274,14.292796,4
10.8105545,3.5471501,6
4.741328,6.743201,5
-4.464608,9.663677,7
10.609639,5.4750094,6
-0.13389987,5.473789,8
1.0491761,5.6813617,8
-0.79705304,11.912205,9
1.6861955,13.095842,9
14.926909,7.170957,0
5.375288,6.7344494,5
-3.3317993,-0.082447976,1
-3.0646036,9.938821,2
4.1544924,-1.0905346,2
4.273591,5.2354455,3
5.337848,4.0186267,3
-4.8188252,10.014835,7
-1.0949718,14.964725,4
5.842902,4.342615,3
3.9451704,9.1586485,5
0.21125673,14.627021,4
10.837058,2.8406372,6
-2.9440813,-2.4008136,1
-4.5961113,9.346177,7
10.19735,4.6482077,6
0.44929016,4.698609,8
-2.6885977,-3.0870843,1
-1.6154746,10.883245,9
14.239042,6.828288,0
-4.1267066,9.94824,7
-3.0104845,-2.4414306,1
10.312955,3.4029179,6
14.869345,6.9991994,0
-1.533922,13.961631,4
1.7697673,-1.5695779,2
5.40514,3.1949205,3
-1.2515546,11.054782,9
14.926172,7.4031663,0
-1.0466207,13.261032,4
10.820687,2.8695881,6
1.5353984,-1.0982898,1
10.830693,2.8763256,6
0.61457294,13.751612,4
10.638479,2.7634583,6
2.3697286,5.4134007,8
-1.5289888,11.186053,9
0.00024469543,14.377308,4
15.625023,6.3572598,0
0.24735515,12.256426,9
15.045472,6.8507752,0
1.7828798,5.358265,8
-3.175307,-0.9840078,1
-3.3797836,10.921677,7
5.4693727,3.405593,3
2.4640813,5.930411,8
-1.2238297,11.40998,9
-2.8812912,-1.8225794,1
-0.6618316,15.148654,4
0.12028911,14.251774,4
3.7943947,9.273413,5
5.84613,4.2073355,3
-5.1850963,9.766801,7
14.944935,7.72008,0
-1.3973827,10.298863,9
6.1309023,3.9727492,3
4.179907,9.184673,5
-2.2663205,-0.73935956,1
10.780522,3.3549345,6
5.7099423,3.5461812,3
0.6699628,5.4764686,8
4.85795,5.284595,3
-1.1871283,11.61505,9
3.3936274,9.888384,5
-3.0723603,-1.134824,1
-2.9263027,-2.5898592,1
4.0156746,4.475665,3
0.16262619,14.311171,4
0.30035645,5.00932,8
-3.1939337,10.429138,7
4.9501386,8.57236,5
-3.592791,-2.2295632,1
-5.1526933,9.499906,7
5.733955,8.8095,5
0.59859854,5.1014557,8
4.250428,5.0490236,3
-3.3131778,1.215128,1
3.0139472,-0.25686407,2
-1.4162868,14.487867,4
5.659407,4.527146,3
0.2080375,5.005574,8
5.409385,3.4855614,3
4.024945,9.203159,5
3.568636,9.30874,5
0.23318517,5.2107162,8
-0.47257674,10.742464,9
-3.035243,1.1971935,1
-0.1416585,13.617977,4
15.21822,5.5014877,0
10.816407,6.097616,6
-3.8566678,8.416101,7
-0.23767912,13.699117,4
10.882372,3.2010558,6
15.477808,7.256313,0
-3.8532896,2.07751,1
16.048935,8.463276,0
10.768034,3.4128838,6
0.7975646,14.543008,4
15.188847,6.727466,0
3.153753,-1.0230124,2
5.402444,3.9591966,3
-2.6068285,-3.3087714,1
-2.4043467,14.348354,4
14.6993475,8.547184,0
10.1654215,2.6100879,6
-2.8830523,-1.6437522,1
0.37971494,4.7704625,8
0.03716076,13.46533,4
-0.57923615,11.5492115,9
10.630469,5.9259105,6
3.8097987,-1.4070699,2
-3.6615975,11.143003,7
-2.5119388,-0.04480297,1
-0.80362964,12.293624,9
-3.6898007,8.885003,7
3.1655402,6.5162206,8
-1.7810439,14.017631,4
13.9374,6.0475106,0
4.708934,8.805845,5
-2.995355,9.259358,7
4.2506113,-1.8795875,2
-0.012587016,14.543879,4
4.5518303,9.083982,5
5.4737496,8.553553,9
3.682339,-1.7766736,2
-4.667718,11.147892,7
-2.6024802,0.16457419,1
1.112078,6.027322,8
3.5029175,-0.9029426,2
10.734753,4.8956,6
-0.7421535,10.624004,9
-1.7765625,13.653408,4
5.2684407,4.1025343,3
5.3230996,8.2660475,5
-0.958087,10.461529,9
11.311566,5.285175,6
4.0287194,-1.1579729,2
5.524165,6.687763,5
3.6072388,-1.815425,2
1.1394006,14.842018,4
3.8879106,9.017952,5
3.047056,-0.39472753,2
0.3138191,4.956936,8
-1.0971698,14.232745,4
-3.5865395,8.489852,7
4.659323,4.0919375,3
-2.3365743,14.40524,4
10.1158285,3.877027,6
-4.345015,9.018564,7
-0.778905,11.952223,9
-2.8048582,0.75441736,1
2.8299356,-0.71594375,2
-0.19768287,4.968549,8
14.944259,7.816851,0
15.581148,5.7367916,0
11.071906,6.5296392,6
-1.4458286,9.931249,9
3.7767031,-1.642259,2
10.487469,2.5698133,6
10.142292,5.338375,6
0.13099916,4.874118,8
-2.199414,-2.4707212,1
-3.0726945,-0.5542601,1
4.923931,5.2518835,3
-2.9548354,1.344634,1
-4.3971825,8.243203,7
4.556177,8.709602,5
2.7425704,-0.8177045,2
-4.051207,9.067046,7
0.21973294,13.667493,4
11.493889,4.3651257,6
10.557685,5.715414,0
5.804963,4.117878,3
3.8533857,4.774308,3
3.733896,8.985522,5
10.957106,6.1331563,6
-2.028646,14.556518,4
4.830031,5.2380147,3
3.937537,-2.0039775,2
10.412079,4.703301,6
-1.050905,11.015282,9
4.9535804,4.5400105,3
15.545107,6.4586954,0
-3.0400784,-2.5366752,1
-2.0187442,15.102024,4
2.104031,-1.5532969,2
-4.220276,8.248866,7
1.1934162,14.809989,4
-2.3025222,14.479982,4
4.6014223,5.3323607,3
5.1750793,3.280703,3
3.8431334,4.9537544,3
4.067877,-1.3106722,2
14.658071,6.8958874,0
-0.70715266,11.661982,9
-1.4642518,14.1996155,4
3.816163,-1.6500092,2
2.709933,0.29279768,2
15.646374,7.240961,0
-4.7185497,11.858449,7
4.275554,4.497885,3
14.405677,5.710435,0
-1.6276917,14.939844,4
-1.7909076,15.305048,4
4.048773,8.736918,5
14.514933,7.9772553,0
14.756724,6.104657,0
1.6926835,5.6210685,8
16.067865,7.3005443,0
2.7090957,-1.3705833,2
5.4165115,3.4229324,3
2.5679023,-1.1599985,2
4.0404124,-1.6401163,2
5.4466057,4.539843,3
0.7272257,5.0725517,8
16.380774,7.02397,0
4.5545797,4.045815,3
11.24374,6.62048,6
2.695847,5.8547397,3
-1.0891043,12.954564,4
16.729746,7.281886,0
5.168958,4.421141,3
-4.08451,0.41133174,1
1.295107,14.240175,4
16.18403,6.864702,0
0.54148763,14.122852,4
-3.4545395,2.2614594,1
10.586625,5.3065963,6
-5.0903134,9.514536,7
-3.7578762,1.0101877,1
-2.7956653,0.45235702,1
14.885704,8.039802,0
5.577862,3.671723,3
-3.7425344,11.237834,7
4.281606,9.325479,5
-4.3679605,9.685627,7
-3.8137736,2.1187906,1
-3.2109,-2.938289,1
-3.9467247,9.324788,7
15.288935,6.739204,0
-2.49556,-0.062143657,1
10.064587,2.734775,6
0.5072531,5.0378027,8
5.329806,9.203566,5
10.748574,4.1536975,6
3.6695693,-1.0753746,2
1.2558355,5.6429157,8
1.1500281,12.720514,9
-3.3249176,0.649247,1
0.7955216,5.791929,8
15.169364,5.9448733,0
14.048075,6.8777246,0
-1.9425094,14.037856,4
4.328165,5.750499,9
5.9499717,3.7987237,3
-3.6172137,8.197818,7
14.850427,6.9418287,0
-0.18173794,12.44946,9
-3.7914274,0.32122663,1
-3.6494777,11.119273,7
3.0010612,-1.4399831,2
-1.9247686,-4.286444,1
5.749408,4.833393,3
1.7095653,-1.0247806,2
-4.48842,9.490961,7
1.9648664,-1.0371007,2
2.579217,5.2207775,8
-4.7371397,11.512443,7
-1.001128,10.966716,9
-0.50551474,12.101789,9
15.041588,8.24664,0
-3.474298,10.932784,7
-3.7243812,0.8830103,1
4.9044495,6.587371,5
3.1771955,-1.9059153,2
0.36294246,11.033269,9
5.139082,4.8375955,3
9.697303,3.8823347,6
-4.7178783,9.77113,7
9.645752,4.659732,6
2.6326146,5.3658733,8
-1.3601564,11.606535,9
-1.5779766,10.559235,9
2.9225528,-0.031342767,3
16.17653,7.613131,0
2.8208323,-0.82804734,2
-4.0393305,1.9224592,1
2.6057844,5.908062,8
3.507853,-2.0502758,2
2.0629022,-1.4469802,2
5.7986174,4.955653,3
-3.4653127,-2.9143963,1
-2.0595558,14.681504,4
5.5795093,5.051452,3
3.675882,9.730333,5
14.64125,6.096236,0
11.065378,4.0649385,6
5.1639686,7.8798366,5
-4.087041,8.449797,7
1.407878,4.925151,8
2.83261,5.337275,8
-3.4525957,10.976301,7
-1.5534368,9.81281,9
0.73572665,13.7959385,4
-4.1527076,10.010806,7
-1.9891946,13.357477,4
-1.9014349,13.308812,4
10.344082,5.689474,6
15.210302,7.1382704,0
-3.920748,11.024153,7
-2.1018667,14.682931,4
9.899898,3.195851,6
15.577035,7.84881,0
-2.779299,-2.7236454,1
-3.91131,0.32543418,1
5.4484873,7.716255,5
-4.7795186,10.7786665,7
5.387958,5.08495,3
-1.7773571,10.0267515,9
10.218812,3.712723,6
4.4711313,9.468043,5
0.61179405,5.955169,8
-2.9177854,1.0659385,1
0.2130474,14.103687,4
-0.81917983,14.860241,4
1.5358799,5.5940704,8
3.468454,-1.7596776,2
-1.8733454,13.75138,4
1.5197726,5.007245,8
0.2972627,12.614692,9
-2.0783587,9.533016,9
-2.5649214,-3.3538742,1
-1.5337465,15.149887,4
5.0278473,6.4535146,5
5.6357327,4.0499372,3
-2.5722182,-0.60052633,1
-3.03843,0.6580125,1
10.280533,4.5526824,6
-4.042218,8.884204,7
2.1297219,5.60033,8
1.9103868,5.0854435,8
14.190753,5.4846606,0
2.6977513,-0.59938365,2
-4.790238,11.501767,7
-1.6451339,15.330082,4
-4.1207776,11.1708555,7
-2.1045284,15.086772,4
-3.3876257,10.364175,7
5.8099275,4.9330482,3
-4.7067018,9.901623,7
5.1415415,4.706296,3
14.379856,7.4561367,0
10.888691,5.482529,6
10.181846,4.278395,6
-1.9125128,9.874187,9
1.0798558,5.776092,8
-1.6559398,9.821582,9
-3.2927487,-2.4719431,1
5.1185694,8.573917,5
-3.9897494,8.134991,7
2.019315,5.506076,8
5.4595113,7.3226075,5
10.943963,4.305263,6
-0.52395225,13.991694,4
-5.045696,9.955569,7
1.2089852,12.3121395,9
14.896196,7.3513513,0
-3.3842041,8.850688,7
10.514058,4.5233855,6
-1.1128489,11.611191,9
2.8753102,5.403463,8
-0.48270154,11.598228,9
3.4711401,-1.7664107,2
1.7618537,13.038149,9
10.876516,4.305292,6
0.6437517,12.332942,9
4.021422,4.615122,3
4.065915,9.272728,5
-1.823239,9.802287,9
-2.816279,-3.5025036,1
4.2648516,4.5221057,3
4.526762,4.2589407,9
2.9347222,-1.1270487,2
-3.4642599,10.786416,7
-3.200502,1.9373397,1
-2.0203078,10.083501,9
-4.1875772,8.8715315,7
4.0287366,5.555716,9
-1.5347309,15.340905,4
-0.834742,12.30747,8
2.6467657,5.242125,8
0.5114173,12.117572,9
2.6382363,5.3648033,8
-2.6933494,-3.187346,1
-1.784767,9.906249,9
3.7198935,4.25925,3
15.084286,8.091338,0
9.671582,3.8177547,6
5.2406764,3.940454,3
-5.194299,10.392866,7
4.5984344,4.276631,3
15.220036,7.7447395,0
-1.0516323,10.334226,9
0.20610748,12.660584,9
-1.7178329,9.905339,9
10.950566,6.6050425,6
-2.0778358,14.919519,4
-3.349039,-1.5463543,1
-4.011803,2.4736917,1
4.238927,-1.3151094,2
15.381558,6.5692463,0
4.412243,3.6842303,3
3.9956548,4.3648195,3
2.510925,-0.003488735,3
-4.145621,9.6424055,7
-3.0167563,-1.7620937,1
4.4942884,8.748108,5
5.2241173,9.44328,5
3.878566,6.2915034,8
15.930005,8.527949,0
2.221317,5.1046185,8
-1.8420043,-2.448558,2
4.3077917,-1.8131174,2
4.4320455,4.770552,3
-0.9912882,10.2284565,9
-1.189328,10.684749,9
-3.3614097,8.991788,7
-2.5598702,-4.050141,1
-4.1260023,1.7027667,1
1.8314726,-1.5198067,2
3.1734998,-1.503236,2
-1.1374639,11.532421,9
10.928315,4.573861,6
-3.2402453,8.843124,7
-1.850002,15.243628,4
-0.30146566,13.987261,4
4.140601,-2.0742095,2
2.5494215,6.2772684,8
5.7507896,3.8975365,3
4.132727,9.358992,5
11.145788,5.566154,6
-3.8241112,1.0026667,1
10.868078,4.4411125,6
-0.16636227,14.318607,4
4.3414946,9.310291,5
-4.6474338,8.755005,7
16.229753,7.706229,0
-2.9735591,-3.5885758,1
16.188549,8.355344,0
5.4440117,6.0733438,5
3.1152463,-1.8587946,2
-1.8109205,-2.798331,1
3.0423622,5.821359,8
-4.5124874,11.361749,7
-3.7628744,-0.33128068,1
-0.12743276,11.566355,9
10.802758,4.094049,6
-1.7765179,-2.4506164,1
-3.4661844,2.6079555,1
0.5204848,12.602424,9
16.054987,6.960199,0
10.345187,5.3551526,6
-2.2970953,14.047511,4
4.2001095,5.367991,3
5.8254642,4.4920397,3
3.1425297,-0.86977285,2
-3.4608126,1.6610487,1
0.49240795,4.9425797,8
10.935353,4.5062084,6
-4.3080945,10.809108,7
-3.34434,2.0657334,1
-2.3848236,-2.462095,1
-1.2302544,10.197948,9
-3.9860868,11.34551,7
15.265986,5.5871234,0
4.909459,4.4293394,3
-2.8929224,-0.8757105,1
1.5260975,-1.3723775,2
2.6010401,-0.9813692,2
1.8840953,12.979551,9
5.9756966,4.1993284,3
4.7653775,5.44765,8
-0.24339028,14.753889,4
14.907889,8.373108,0
4.803872,8.428246,5
1.8585197,-1.6037352,2
10.183955,3.3672643,6
